,item,similar_items
2632,421387041,"[421387041, 421387025, 421387029, 421387032, 421387027]"
2633,421387042,"[421387042, 421387036, 421387033, 421387048, 421387027]"
2634,421387048,"[421387048, 421387033, 421387036, 421387042, 421387029]"
2635,421941007,"[421941007, 397807002, 449555004, 449555006, 421941008]"
2636,421941008,"[421941008, 421941007, 397807002, 328480021, 449555004]"
2637,422106001,"[422106001, 422106016, 422106014, 422106015, 422106042]"
2638,422106014,"[422106014, 422106015, 422106016, 422106001, 422106037]"
2639,422106015,"[422106015, 422106014, 422106016, 422106001, 422106037]"
2640,422106016,"[422106016, 422106014, 422106015, 422106001, 422106037]"
2641,422106017,"[422106017, 422106042, 422106037, 422106014, 422106001]"
2642,422106037,"[422106037, 422106042, 422106001, 422106016, 422106014]"
2643,422106042,"[422106042, 422106037, 422106017, 422106001, 422106014]"
2644,422393004,"[422393004, 325542018, 325542015, 325542020, 148033006]"
2645,422461006,"[422461006, 439646001, 325087002, 351933001, 325087036]"
2646,423103003,"[290519017, 354246017, 290519011, 254457039, 290519014]"
2647,423112004,"[423112004, 483011005, 483011004, 316553030, 483633004]"
2648,423539001,"[423539001, 423539003, 423539002, 465862001, 367194001]"
2649,423539002,"[423539002, 420264003, 315987015, 322322016, 315497016]"
2650,423539003,"[423539003, 423539001, 423539002, 465862001, 367194001]"
2651,423900006,"[423900006, 423900008, 423900022, 423900045, 423900029]"
2652,423900008,"[423900006, 423900008, 423900022, 423900045, 423900029]"
2653,423900010,"[423900010, 423900011, 423900046, 423900016, 423900021]"
2654,423900011,"[423900010, 423900011, 423900046, 423900016, 423900021]"
2655,423900012,"[423900012, 423900050, 423900056, 423900033, 423900028]"
2656,423900016,"[423900016, 423900021, 423900035, 423900046, 423900010]"
2657,423900021,"[423900016, 423900021, 423900035, 423900046, 423900010]"
2658,423900022,"[423900022, 423900045, 423900029, 423900048, 423900053]"
2659,423900028,"[423900028, 423900047, 423900033, 423900012, 423900056]"
2660,423900029,"[423900029, 423900022, 423900045, 423900048, 423900053]"
2661,423900030,"[423900030, 423900057, 423900049, 423900016, 423900021]"
2662,423900031,"[423900031, 423900034, 423900058, 423900048, 423900022]"
2663,423900032,"[423900032, 477893011, 423900046, 423900010, 423900011]"
2664,423900033,"[423900033, 423900028, 423900047, 423900012, 423900050]"
2665,423900034,"[423900031, 423900034, 423900058, 423900048, 423900022]"
2666,423900035,"[423900016, 423900021, 423900035, 423900046, 423900010]"
2667,423900045,"[423900022, 423900045, 423900029, 423900048, 423900053]"
2668,423900046,"[423900046, 423900010, 423900011, 423900016, 423900021]"
2669,423900047,"[423900028, 423900047, 423900033, 423900012, 423900056]"
2670,423900048,"[423900048, 423900053, 423900055, 423900029, 423900022]"
2671,423900049,"[423900049, 423900030, 423900057, 423900016, 423900021]"
2672,423900050,"[423900050, 423900016, 423900021, 423900035, 423900056]"
2673,423900053,"[423900053, 423900055, 423900048, 423900029, 423900022]"
2674,423900055,"[423900053, 423900055, 423900048, 423900029, 423900022]"
2675,423900056,"[423900056, 423900016, 423900021, 423900035, 423900046]"
2676,423900057,"[423900057, 423900030, 423900049, 423900016, 423900021]"
2677,423900058,"[423900058, 423900031, 423900034, 423900053, 423900055]"
2678,424022011,"[424022011, 468255003, 220094001, 220094016, 220094018]"
2679,424254005,"[424254005, 457292012, 457292021, 457292010, 456641011]"
2680,424432004,"[424432004, 266873001, 266873006, 266873009, 304766007]"
2681,424468004,"[424468004, 333159002, 424470005, 424470006, 449099024]"
2682,424470005,"[424470005, 424470006, 424468004, 333159002, 449099024]"
2683,424470006,"[424470006, 424470005, 424468004, 426609029, 333159002]"
2684,424511007,"[424511007, 377277001, 377277024, 377277002, 377277033]"
2685,425173001,"[425173001, 391032009, 391032010, 391032011, 345922005]"
2686,425217001,"[425217001, 425217011, 322017038, 322017043, 322017029]"
2687,425217006,"[425217006, 425217008, 351484037, 351484028, 351484002]"
2688,425217007,"[425217007, 425217008, 425217006, 351484027, 351484014]"
2689,425217008,"[425217008, 425217006, 351484037, 351484027, 425217007]"
2690,425217010,"[425217006, 425217008, 351484028, 351484002, 351484037]"
2691,425217011,"[425217011, 425217001, 322017015, 322017029, 322017039]"
2692,425218024,"[485673040, 445400022, 485546026, 485688015, 458543003]"
2693,425242005,"[425242005, 370868012, 478279004, 359504019, 359504016]"
2694,425242006,"[425242005, 370868012, 478279004, 359504019, 359504016]"
2695,425526003,"[425526003, 457412049, 457412038, 471456001, 471456002]"
2696,425529003,"[425529003, 487937005, 487937004, 176550016, 176550020]"
2697,425639003,"[425639003, 425639007, 306307019, 238197014, 306307005]"
2698,425639007,"[425639007, 425639003, 306307005, 306307019, 203027048]"
2699,425683014,"[425683014, 425683015, 418545036, 473034010, 418545037]"
2700,425683015,"[425683015, 425683014, 418545037, 418545036, 473034010]"
2701,425978003,"[425978003, 234187001, 463117006, 358383021, 425978006]"
2702,425978006,"[425978006, 425978003, 234187001, 463117006, 391032005]"
2703,426013007,"[426013007, 468480033, 468480035, 426013023, 426013024]"
2704,426013023,"[426013023, 426013024, 426013007, 468480033, 468480035]"
2705,426013024,"[426013024, 426013023, 468480035, 426013007, 468480033]"
2706,426019007,"[426019007, 426019008, 450662010, 450662006, 445865001]"
2707,426019008,"[426019008, 426019007, 450662006, 450662010, 445865001]"
2708,426199002,"[426199021, 488614019, 426199029, 477107010, 426199028]"
2709,426199010,"[426199021, 488614019, 426199029, 477107010, 426199028]"
2710,426199018,"[426199018, 477107010, 426199028, 488614019, 426199029]"
2711,426199019,"[426199019, 487535002, 426199021, 488614019, 426199029]"
2712,426199021,"[426199021, 426199029, 426199028, 488614019, 477107010]"
2713,426199027,"[488614019, 426199018, 426199029, 477107010, 426199021]"
2714,426199028,"[426199028, 426199021, 477107010, 426199029, 426199018]"
2715,426199029,"[426199029, 426199021, 426199028, 488614019, 477107010]"
2716,426541036,"[426541036, 426541040, 468480002, 434429007, 448509001]"
2717,426541040,"[426541040, 426541036, 468480002, 434429007, 448509001]"
2718,426609029,"[426609029, 426609038, 334077001, 426609041, 424470006]"
2719,426609038,"[426609038, 426609029, 426609041, 334077001, 424470006]"
2720,426609040,"[426609040, 426609042, 426609041, 426609029, 426609038]"
2721,426609041,"[426609041, 426609038, 426609029, 426609040, 426609042]"
2722,426609042,"[426609042, 426609040, 426609041, 426609029, 426609038]"
2723,426674011,"[426674011, 276540021, 453134008, 480627022, 481754010]"
2724,427114007,"[427114016, 310091036, 247072025, 386399006, 310091020]"
2725,427114014,"[427114019, 427114016, 427114021, 310091041, 217207045]"
2726,427114015,"[427114016, 310091036, 247072025, 386399006, 342345019]"
2727,427114016,"[427114016, 310091036, 247072025, 386399006, 310091020]"
2728,427114019,"[427114019, 427114016, 427114021, 310091041, 217207045]"
2729,427114020,"[427114016, 310091036, 247072025, 386399006, 310091020]"
2730,427114021,"[427114016, 310091036, 247072025, 386399006, 310091020]"
2731,427159006,"[427159006, 451229049, 427159023, 397068012, 397068001]"
2732,427159007,"[427159007, 427159027, 451229042, 397068015, 451229014]"
2733,427159023,"[427159023, 427159006, 451229049, 397068012, 397068001]"
2734,427159027,"[427159027, 451229042, 397068015, 427159007, 451229014]"
2735,427558001,"[427558001, 427558009, 427558004, 335896020, 421941008]"
2736,427558004,"[427558004, 427558001, 427558009, 335896020, 397807002]"
2737,427558009,"[427558001, 427558009, 427558004, 335896020, 421941008]"
2738,427948003,"[427948003, 427948004, 141661025, 348330027, 483645004]"
2739,427948004,"[427948004, 427948003, 141661025, 453239044, 348330031]"
2740,428071011,"[428071011, 215337003, 215337001, 215337059, 355569001]"
2741,428291001,"[428291003, 365102043, 392203001, 365102037, 365102023]"
2742,428291003,"[428291003, 365102023, 365102042, 365102037, 289597012]"
2743,428291007,"[365102043, 428291003, 392203001, 365102023, 365102037]"
2744,428291016,"[428291003, 365102023, 365102037, 365102042, 289597012]"
2745,428291017,"[428291003, 365102037, 365102023, 289597012, 365102042]"
2746,428454001,"[428454001, 428454002, 486195003, 212042070, 469271005]"
2747,428454002,"[428454002, 428454001, 486195003, 469271005, 212042070]"
2748,429313002,"[429313002, 429313017, 429313008, 442957006, 429322001]"
2749,429313006,"[429313006, 429313025, 429313013, 429313020, 429322004]"
2750,429313008,"[429313008, 429313002, 429313017, 442957006, 429322001]"
2751,429313013,"[429313013, 429313006, 429313020, 429313025, 429322004]"
2752,429313016,"[429313016, 429313023, 429313031, 429313020, 429313013]"
2753,429313017,"[429313017, 429313002, 429313008, 442957006, 429322001]"
2754,429313020,"[429313020, 429313013, 429313025, 429313006, 429313016]"
2755,429313021,"[429313021, 429313031, 429313016, 429313023, 429313013]"
2756,429313023,"[429313016, 429313023, 429313031, 429313020, 429313013]"
2757,429313025,"[429313025, 429313006, 429313013, 429313020, 429322004]"
2758,429313031,"[429313031, 429313016, 429313023, 429313013, 429313021]"
2759,429314002,"[429314002, 487722001, 471077001, 455832001, 429322001]"
2760,429322001,"[429322001, 429322007, 471077001, 455832001, 487722001]"
2761,429322004,"[429322004, 487722008, 429313006, 429313025, 487722007]"
2762,429322007,"[429322001, 429322007, 471077001, 455832001, 487722001]"
2763,430137006,"[430137006, 400285009, 400285011, 399087019, 399087001]"
2764,430157001,"[430157001, 430157007, 430157006, 430157005, 395619009]"
2765,430157002,"[430157002, 430157005, 430157007, 430157006, 430157001]"
2766,430157005,"[430157005, 430157007, 430157002, 430157006, 430157001]"
2767,430157006,"[430157006, 430157005, 430157002, 430157007, 430157001]"
2768,430157007,"[430157007, 430157005, 430157002, 430157006, 430157001]"
2769,430596001,"[430596001, 299768002, 412664001, 234187030, 451599003]"
2770,430694015,"[430694015, 430694019, 297796002, 430694018, 430694023]"
2771,430694018,"[430694018, 430694023, 297898002, 482176002, 482176001]"
2772,430694019,"[430694019, 430694015, 297796002, 352811025, 299668017]"
2773,430694023,"[430694023, 430694018, 297898002, 482176002, 482176001]"
2774,430757001,"[430757001, 457292010, 424254005, 457292021, 457292012]"
2775,431034005,"[431034005, 405635001, 484538004, 484538006, 312878001]"
2776,431570012,"[431570012, 342034027, 342034017, 342034014, 402382010]"
2777,431570014,"[431570012, 342034027, 342034014, 342034017, 402382010]"
2778,431570016,"[431570016, 431570017, 342034019, 342034016, 342034017]"
2779,431570017,"[431570017, 431570016, 342034016, 342034019, 402382012]"
2780,432566001,"[432566004, 148033006, 304692003, 304766009, 432566006]"
2781,432566004,"[432566004, 148033006, 304692003, 432566006, 304766009]"
2782,432566006,"[432566006, 434080008, 432566004, 148033006, 304766008]"
2783,432984001,"[432984001, 432984003, 436853004, 436853003, 261526007]"
2784,432984003,"[432984003, 432984001, 436853003, 436853004, 261526007]"
2785,433252004,"[433252004, 433252005, 413599003, 429314002, 488320001]"
2786,433252005,"[433252005, 433252004, 413599003, 429314002, 488320001]"
2787,433275006,"[433275006, 433275008, 433275020, 433275022, 433275011]"
2788,433275007,"[433275007, 433275021, 433275012, 433275019, 283937018]"
2789,433275008,"[433275008, 433275006, 433275020, 433275022, 433275011]"
2790,433275011,"[433275011, 433275015, 433275006, 433275008, 433275020]"
2791,433275012,"[433275012, 433275021, 433275007, 433275019, 283937018]"
2792,433275015,"[433275015, 433275011, 433275020, 433275006, 433275008]"
2793,433275019,"[433275019, 433275007, 433275021, 433275012, 283937018]"
2794,433275020,"[433275020, 433275006, 433275008, 433275022, 433275015]"
2795,433275021,"[433275021, 433275012, 433275007, 433275019, 283937018]"
2796,433275022,"[433275022, 433275008, 433275006, 433275020, 283937019]"
2797,433414010,"[433414010, 433414031, 433414035, 433414038, 433414037]"
2798,433414016,"[433414016, 433414022, 433414028, 433414040, 433414041]"
2799,433414020,"[433414020, 442992005, 483373006, 398559008, 483373007]"
2800,433414022,"[433414022, 433414016, 433414040, 433414028, 433414041]"
2801,433414028,"[433414028, 433414040, 433414016, 433414022, 433414041]"
2802,433414030,"[433414030, 433414034, 433414039, 433414010, 433414031]"
2803,433414031,"[433414031, 433414035, 433414010, 433414038, 433414037]"
2804,433414034,"[433414030, 433414034, 433414039, 433414010, 433414031]"
2805,433414035,"[433414031, 433414035, 433414010, 433414038, 433414037]"
2806,433414037,"[433414037, 433414010, 433414031, 433414035, 433414038]"
2807,433414038,"[433414038, 433414010, 433414031, 433414035, 433414037]"
2808,433414039,"[433414039, 433414030, 433414034, 433414037, 433414010]"
2809,433414040,"[433414040, 433414028, 433414022, 433414016, 433414041]"
2810,433414041,"[433414041, 433414037, 433414010, 433414031, 433414035]"
2811,433444001,"[433444001, 398074069, 398074001, 398074059, 433444016]"
2812,433444006,"[433444006, 433444021, 433444007, 398074065, 433444013]"
2813,433444007,"[433444007, 433444019, 398074048, 398074055, 398074046]"
2814,433444013,"[433444013, 398074065, 433444021, 433444006, 398074069]"
2815,433444016,"[433444016, 433444017, 433444022, 398074056, 433444001]"
2816,433444017,"[433444016, 433444017, 433444022, 398074056, 433444001]"
2817,433444019,"[433444019, 398074048, 433444007, 398074046, 398074055]"
2818,433444021,"[433444021, 433444006, 398074065, 433444007, 433444013]"
2819,433444022,"[433444016, 433444017, 433444022, 398074056, 433444001]"
2820,433774001,"[433774001, 296366031, 433774009, 478641007, 479025003]"
2821,433774009,"[433774009, 451209006, 292453031, 296366032, 296366024]"
2822,433796027,"[433796027, 315352006, 477515002, 477515013, 453065003]"
2823,434080005,"[434080008, 432566006, 304766008, 432566004, 304692003]"
2824,434080008,"[434080008, 432566006, 304766008, 432566004, 304692003]"
2825,434080009,"[434080008, 304766008, 432566006, 432566004, 304692003]"
2826,434429007,"[434429007, 355307053, 355307042, 479823001, 426541036]"
2827,434773001,"[434773001, 450662006, 426019008, 450662010, 426019007]"
2828,436083001,"[436083003, 372860001, 372860002, 226959007, 200182001]"
2829,436083002,"[436083003, 372860002, 372860001, 226959007, 160442010]"
2830,436083003,"[436083003, 436083001, 436083002, 483093001, 226959007]"
2831,436261001,"[436261001, 123173001, 179208008, 324946001, 457466001]"
2832,436570008,"[436570008, 436570024, 436570025, 436570028, 436570033]"
2833,436570015,"[436570015, 436570021, 386681014, 386681018, 436570019]"
2834,436570019,"[436570019, 436570023, 436570021, 386681018, 436570015]"
2835,436570021,"[436570021, 436570015, 386681014, 436570019, 386681018]"
2836,436570023,"[436570023, 386681013, 436570019, 436570021, 386681018]"
2837,436570024,"[436570008, 436570024, 436570025, 436570028, 436570033]"
2838,436570025,"[436570025, 436570008, 436570024, 436570028, 436570033]"
2839,436570026,"[436570028, 436570008, 475762003, 473507003, 473507006]"
2840,436570028,"[436570028, 436570033, 436570025, 436570008, 436570024]"
2841,436570033,"[436570033, 436570028, 436570008, 436570024, 436570025]"
2842,436577002,"[188183008, 188183009, 188183010, 188183020, 449192001]"
2843,436853003,"[436853003, 436853004, 432984003, 432984001, 261840008]"
2844,436853004,"[436853004, 436853003, 432984003, 432984001, 261840008]"
2845,437129005,"[437129005, 316553030, 483633004, 457314008, 457314009]"
2846,437150001,"[437150001, 483011005, 483011001, 483011004, 488064002]"
2847,437582002,"[213690001, 213691073, 478944001, 478943003, 349301016]"
2848,437668014,"[437668014, 411499006, 437668015, 411499001, 278563001]"
2849,437668015,"[437668015, 411499001, 437668014, 411499006, 278563001]"
2850,437783003,"[437783003, 403490011, 443696014, 337777004, 337777001]"
2851,438147002,"[438147002, 472844004, 215303002, 215303005, 369796024]"
2852,438147003,"[438147003, 481781004, 481781006, 481781001, 481781008]"
2853,438333014,"[438333014, 438333016, 464332001, 474061003, 374762008]"
2854,438333016,"[438333016, 438333014, 464332001, 446147008, 474061003]"
2855,438460001,"[386463006, 478646001, 292453025, 292453031, 186262013]"
2856,438499003,"[438499003, 243613004, 348870001, 348870009, 348870011]"
2857,438702001,"[438702001, 446155003, 481147001, 453831022, 483082007]"
2858,438702007,"[438702001, 483082007, 324375010, 446155003, 481147001]"
2859,438953001,"[438953001, 344905001, 474138001, 474138009, 479372001]"
2860,439285001,"[439285001, 439285009, 300024037, 300024045, 300024006]"
2861,439285002,"[439285002, 300024064, 300024009, 300024016, 300024048]"
2862,439285005,"[439285005, 439285001, 300024006, 300024037, 300024045]"
2863,439285009,"[439285009, 439285001, 439285005, 300024006, 300024037]"
2864,439646001,"[439646001, 325087002, 351933001, 325087036, 325087018]"
2865,439793008,"[439793008, 439793011, 439793010, 439793009, 262277011]"
2866,439793009,"[439793009, 439793010, 439793008, 439793011, 262277011]"
2867,439793010,"[439793010, 439793008, 439793011, 439793009, 262277011]"
2868,439793011,"[439793008, 439793011, 439793010, 439793009, 262277011]"
2869,439921001,"[439921001, 215589001, 362219002, 341129001, 408569005]"
2870,440144001,"[440144001, 485052002, 485052003, 392269007, 252298002]"
2871,440811001,"[440811006, 381187006, 252229001, 440811010, 380609037]"
2872,440811006,"[440811006, 381187006, 252229001, 440811010, 380609037]"
2873,440811010,"[440811010, 380609010, 380609038, 440811001, 440811013]"
2874,440811013,"[440811006, 381187006, 440811010, 252229001, 380609037]"
2875,440811023,"[440811006, 381187006, 380609037, 252229001, 440811010]"
2876,440811026,"[440811026, 440811010, 380609038, 380609010, 380609021]"
2877,441386001,"[441386001, 441386008, 441386004, 275362022, 441386015]"
2878,441386004,"[441386004, 441386008, 441386001, 441386015, 275362022]"
2879,441386008,"[441386008, 441386004, 441386001, 441386015, 275362022]"
2880,441386013,"[441386013, 118458039, 441386015, 118458034, 456634016]"
2881,441386015,"[441386015, 441386008, 441386004, 441386001, 275362022]"
2882,441536003,"[441536003, 472341002, 449263042, 449263038, 449263027]"
2883,442344003,"[442344003, 421387027, 421387028, 421387034, 421387038]"
2884,442345019,"[442345019, 442345028, 442345024, 421387025, 421387041]"
2885,442345024,"[442345024, 442345028, 442345027, 442345019, 442345026]"
2886,442345026,"[442345026, 442345027, 442345024, 421387036, 442345028]"
2887,442345027,"[442345027, 442345026, 442345024, 442345028, 421387048]"
2888,442345028,"[442345028, 442345019, 442345024, 442345027, 442345026]"
2889,442633005,"[442633005, 269342027, 269342026, 269342025, 269342021]"
2890,442633006,"[442633006, 442633005, 269342021, 269342023, 442633007]"
2891,442633007,"[442633007, 269342021, 269342023, 269342027, 269342025]"
2892,442786003,"[442786003, 442786006, 442786005, 485591004, 439793010]"
2893,442786005,"[442786005, 442786006, 442786003, 439793009, 393993002]"
2894,442786006,"[442786006, 442786005, 442786003, 439793009, 393993002]"
2895,442915001,"[442915001, 442915014, 442915007, 442915008, 442915012]"
2896,442915007,"[442915007, 442915008, 442915014, 442915012, 442915001]"
2897,442915008,"[442915007, 442915008, 442915014, 442915012, 442915001]"
2898,442915010,"[442915010, 442915013, 442915017, 452717001, 452717007]"
2899,442915012,"[442915012, 442915007, 442915008, 442915014, 442915001]"
2900,442915013,"[442915010, 442915013, 442915017, 452717001, 452717007]"
2901,442915014,"[442915014, 442915007, 442915008, 442915012, 442915001]"
2902,442915017,"[442915017, 442915010, 442915013, 442915001, 442915007]"
2903,442957006,"[442957006, 429313002, 429313008, 429313017, 429322001]"
2904,442992005,"[442992005, 433414020, 442992006, 398559008, 433414039]"
2905,442992006,"[442992006, 442992005, 483101001, 483373006, 433414020]"
2906,443000001,"[443000001, 478473005, 465655006, 465655010, 465655016]"
2907,443078001,"[443078001, 416157005, 416157019, 451402002, 416157003]"
2908,443078003,"[443078003, 443078004, 443078008, 443078013, 443078014]"
2909,443078004,"[443078004, 443078003, 443078008, 443078013, 443078014]"
2910,443078008,"[443078008, 443078003, 443078004, 443078013, 443078014]"
2911,443078012,"[443078004, 443078014, 416157027, 416157036, 416157028]"
2912,443078013,"[443078013, 443078014, 443078003, 443078004, 443078008]"
2913,443078014,"[443078013, 443078014, 443078003, 443078004, 443078008]"
2914,443262012,"[443262012, 443262015, 300908003, 422106001, 422106042]"
2915,443262013,"[443262012, 443262015, 300908003, 422106042, 422106001]"
2916,443262015,"[443262015, 443262016, 443262017, 443262012, 304576027]"
2917,443262016,"[443262016, 443262015, 443262012, 304576027, 443262017]"
2918,443262017,"[443262017, 443262015, 443262016, 476315032, 476315015]"
2919,443262018,"[443262017, 443262016, 443262015, 476315015, 443262013]"
2920,443262019,"[443262017, 443262016, 443262015, 476315015, 443262013]"
2921,443262020,"[443262015, 443262016, 443262017, 443262013, 443262012]"
2922,443262021,"[443262015, 443262016, 443262017, 443262012, 304576027]"
2923,443696001,"[443696001, 443696043, 443696032, 443696002, 443696058]"
2924,443696002,"[443696002, 443696043, 443696032, 443696040, 443696001]"
2925,443696004,"[443696004, 443696010, 443696011, 443696019, 443696005]"
2926,443696005,"[443696005, 443696026, 443696057, 443696015, 443696021]"
2927,443696010,"[443696010, 443696004, 443696011, 443696019, 443696005]"
2928,443696011,"[443696011, 443696010, 443696004, 443696019, 443696005]"
2929,443696012,"[443696012, 443696038, 403421010, 443696060, 443696058]"
2930,443696013,"[443696013, 403392017, 443696012, 443696038, 403392002]"
2931,443696014,"[443696014, 443696020, 403490011, 453028017, 337777014]"
2932,443696015,"[443696015, 443696021, 443696031, 443696024, 443696005]"
2933,443696019,"[443696019, 443696010, 443696004, 443696011, 443696057]"
2934,443696020,"[443696020, 443696014, 403490012, 403490017, 337777016]"
2935,443696021,"[443696015, 443696021, 443696031, 443696024, 443696005]"
2936,443696024,"[443696024, 443696031, 443696015, 443696021, 443696057]"
2937,443696026,"[443696026, 443696057, 443696005, 443696031, 443696024]"
2938,443696031,"[443696031, 443696024, 443696015, 443696021, 443696057]"
2939,443696032,"[443696032, 443696058, 443696043, 443696002, 443696040]"
2940,443696038,"[443696038, 443696012, 403421010, 443696060, 443696040]"
2941,443696040,"[443696040, 443696061, 443696058, 443696032, 443696002]"
2942,443696043,"[443696043, 443696002, 443696032, 443696001, 443696058]"
2943,443696057,"[443696057, 443696026, 443696031, 443696005, 443696024]"
2944,443696058,"[443696058, 443696032, 443696040, 443696043, 443696061]"
2945,443696060,"[443696060, 443696040, 443696061, 443696038, 443696002]"
2946,443696061,"[443696061, 443696040, 443696058, 443696032, 443696060]"
2947,443860005,"[443860005, 443860043, 378135033, 378135032, 443860037]"
2948,443860011,"[443860011, 443860014, 461327006, 461327001, 461327008]"
2949,443860012,"[443860012, 443860027, 443860023, 461327007, 443860026]"
2950,443860013,"[443860013, 443860021, 443860054, 443860044, 443860031]"
2951,443860014,"[443860014, 443860011, 443860026, 461327018, 461327005]"
2952,443860020,"[443860020, 443860025, 443860030, 443860040, 443860033]"
2953,443860021,"[443860021, 443860013, 443860054, 443860044, 443860031]"
2954,443860023,"[443860023, 443860012, 443860026, 443860014, 443860027]"
2955,443860025,"[443860025, 443860040, 443860020, 386859006, 443860030]"
2956,443860026,"[443860026, 443860023, 443860014, 443860011, 443860012]"
2957,443860027,"[443860027, 443860012, 443860023, 480304005, 461327007]"
2958,443860030,"[443860030, 443860020, 443860025, 443860040, 443860033]"
2959,443860031,"[443860031, 443860021, 443860013, 443860054, 443860044]"
2960,443860033,"[443860033, 443860020, 443860037, 443860025, 443860040]"
2961,443860037,"[443860037, 443860033, 443860020, 443860025, 443860040]"
2962,443860040,"[443860025, 443860040, 443860020, 386859006, 443860030]"
2963,443860043,"[443860043, 443860005, 378135032, 378135033, 443860037]"
2964,443860044,"[443860044, 443860013, 443860054, 443860021, 443860031]"
2965,443860054,"[443860054, 443860013, 443860021, 443860044, 443860031]"
2966,444325004,"[444325004, 444325008, 189616001, 477507006, 444325006]"
2967,444325006,"[444325006, 444325004, 477507011, 444325008, 189616001]"
2968,444325007,"[444325007, 240670060, 240670058, 477507008, 477507007]"
2969,444325008,"[444325008, 444325004, 189616001, 477507006, 444325006]"
2970,444404001,"[474461014, 474461003, 384482003, 212766045, 474461037]"
2971,445358009,"[445358009, 445358012, 348442015, 294008047, 294008056]"
2972,445358012,"[445358012, 348442015, 294008047, 294008002, 457059001]"
2973,445400005,"[445400022, 485553004, 485688015, 485546026, 458543003]"
2974,445400008,"[445400022, 485553004, 485673040, 485546026, 485688015]"
2975,445400010,"[445400022, 485688015, 485553004, 485546026, 458543003]"
2976,445400012,"[445400022, 485553004, 485546026, 485673040, 485688015]"
2977,445400013,"[445400022, 485688015, 485553004, 485546026, 458543003]"
2978,445400014,"[485553004, 445400022, 485546026, 458543003, 485688015]"
2979,445400019,"[445400022, 485688015, 485553004, 485546026, 458543003]"
2980,445400022,"[445400022, 485553004, 485688015, 485546026, 458543003]"
2981,445400023,"[445400022, 485553004, 485546026, 485673040, 485688015]"
2982,445400024,"[445400022, 485688015, 485553004, 485546026, 458543003]"
2983,445400025,"[445400022, 485553004, 485546026, 485673040, 458543003]"
2984,445400027,"[445400022, 485688015, 485553004, 485546026, 458543003]"
2985,445400029,"[445400022, 485688015, 485553004, 485546026, 458543003]"
2986,445400030,"[445400022, 485688015, 485553004, 485546026, 458543003]"
2987,445419001,"[445419001, 445419005, 445419010, 445419011, 445419015]"
2988,445419003,"[445419003, 445419005, 445419010, 445419001, 445419011]"
2989,445419005,"[445419005, 445419010, 445419001, 445419011, 445419015]"
2990,445419008,"[445419008, 445419015, 445419001, 445419011, 445419005]"
2991,445419009,"[445419009, 445419011, 445419015, 445419005, 445419010]"
2992,445419010,"[445419005, 445419010, 445419001, 445419011, 445419015]"
2993,445419011,"[445419011, 445419009, 445419005, 445419010, 445419015]"
2994,445419015,"[445419015, 445419011, 445419005, 445419010, 445419009]"
2995,445865001,"[445865001, 426019007, 450662010, 426019008, 450662006]"
2996,445901004,"[445901004, 445901009, 225286014, 401902008, 421387048]"
2997,445901009,"[445901009, 445901004, 401902008, 421387036, 225286014]"
2998,446147008,"[446147008, 405586009, 405586006, 405586008, 474061003]"
2999,446155003,"[446155003, 474915001, 438702001, 481147001, 233091003]"
3000,446224001,"[446224001, 446224002, 476583001, 446224035, 446224010]"
3001,446224002,"[446224002, 446224001, 476583001, 446224035, 446224010]"
3002,446224010,"[446224010, 446224035, 446224026, 446224012, 446224016]"
3003,446224012,"[446224035, 446224010, 446224002, 446224026, 446224001]"
3004,446224014,"[446224014, 446224036, 446224019, 476583021, 446224024]"
3005,446224016,"[476583019, 446224035, 446224010, 446224026, 446224002]"
3006,446224019,"[446224019, 446224024, 446224014, 446224036, 446224010]"
3007,446224024,"[446224024, 446224019, 446224010, 446224035, 446224026]"
3008,446224026,"[446224026, 446224010, 446224035, 446224016, 446224012]"
3009,446224035,"[446224035, 446224010, 446224026, 446224012, 446224016]"
3010,446224036,"[446224036, 446224014, 476583021, 446224019, 446224024]"
3011,446224043,"[446224002, 446224001, 446224026, 446224035, 446224010]"
3012,446367002,"[446367002, 347182012, 481696002, 481696001, 338016001]"
3013,446847001,"[446847001, 366686011, 366686005, 366686001, 472341002]"
3014,447201003,"[447264005, 447201005, 447264003, 485537017, 485551006]"
3015,447201005,"[447201005, 447264003, 447264005, 447201008, 485537017]"
3016,447201006,"[447264005, 447201005, 447264003, 485537017, 485551010]"
3017,447201008,"[447201008, 447201006, 447201003, 447201011, 485537016]"
3018,447201010,"[447264005, 447201005, 447264003, 485537017, 447201008]"
3019,447201011,"[447201005, 447264003, 447264005, 485537007, 447201008]"
3020,447264003,"[447264003, 447201005, 447264005, 485537017, 447201008]"
3021,447264004,"[447264005, 447264003, 447201005, 485537017, 485551010]"
3022,447264005,"[447264005, 447201005, 447264003, 485537017, 485551010]"
3023,447264008,"[447201008, 256511038, 447264011, 447201006, 447201003]"
3024,447264010,"[447264005, 447201005, 447264003, 485537017, 485551010]"
3025,447264011,"[447264003, 447201005, 447264005, 485537007, 447201008]"
3026,447596001,"[447596001, 468977001, 398959003, 292551001, 359909035]"
3027,447664003,"[447664003, 483093001, 436083001, 479173001, 436083002]"
3028,447681002,"[447681002, 366686025, 366686023, 366686022, 366686026]"
3029,447692024,"[447692024, 447692025, 399589005, 468345022, 468345033]"
3030,447692025,"[447692025, 443860021, 443860013, 443860054, 443860044]"
